areaCode,areaName,areaType,date,cumPeopleVaccinatedFirstDoseByPublishDate,cumPeopleVaccinatedSecondDoseByPublishDate
N92000002,Northern Ireland,nation,2021-05-31,1053150,666957
N92000002,Northern Ireland,nation,2021-05-30,1048350,661490
N92000002,Northern Ireland,nation,2021-05-29,1044147,658157
N92000002,Northern Ireland,nation,2021-05-28,1040697,654624
N92000002,Northern Ireland,nation,2021-05-27,1037892,648518
N92000002,Northern Ireland,nation,2021-05-26,1034143,639883
N92000002,Northern Ireland,nation,2021-05-25,1030811,630170
N92000002,Northern Ireland,nation,2021-05-24,1026443,620764
N92000002,Northern Ireland,nation,2021-05-23,1022025,612064
N92000002,Northern Ireland,nation,2021-05-22,1017941,606212
N92000002,Northern Ireland,nation,2021-05-21,1014048,602303
N92000002,Northern Ireland,nation,2021-05-20,1011836,592965
N92000002,Northern Ireland,nation,2021-05-19,1008589,583977
N92000002,Northern Ireland,nation,2021-05-18,1004070,575059
N92000002,Northern Ireland,nation,2021-05-17,1000928,567117
N92000002,Northern Ireland,nation,2021-05-16,997605,559227
N92000002,Northern Ireland,nation,2021-05-15,995905,552431
N92000002,Northern Ireland,nation,2021-05-14,994753,546275
N92000002,Northern Ireland,nation,2021-05-13,992682,537343
N92000002,Northern Ireland,nation,2021-05-12,989569,526191
N92000002,Northern Ireland,nation,2021-05-11,986008,515015
N92000002,Northern Ireland,nation,2021-05-10,982038,503087
N92000002,Northern Ireland,nation,2021-05-09,976582,493553
N92000002,Northern Ireland,nation,2021-05-08,972597,487828
N92000002,Northern Ireland,nation,2021-05-07,968386,481897
N92000002,Northern Ireland,nation,2021-05-06,963315,473502
N92000002,Northern Ireland,nation,2021-05-05,957063,459763
N92000002,Northern Ireland,nation,2021-05-04,950778,446309
N92000002,Northern Ireland,nation,2021-05-03,944694,436887
N92000002,Northern Ireland,nation,2021-05-02,943022,431873
N92000002,Northern Ireland,nation,2021-05-01,937782,426876
N92000002,Northern Ireland,nation,2021-04-30,932426,422234
N92000002,Northern Ireland,nation,2021-04-29,927326,417537
N92000002,Northern Ireland,nation,2021-04-28,935589,377302
N92000002,Northern Ireland,nation,2021-04-27,927656,367469
N92000002,Northern Ireland,nation,2021-04-26,919292,356403
N92000002,Northern Ireland,nation,2021-04-25,912444,347034
N92000002,Northern Ireland,nation,2021-04-24,905736,342195
N92000002,Northern Ireland,nation,2021-04-23,898858,338409
N92000002,Northern Ireland,nation,2021-04-22,892787,328366
N92000002,Northern Ireland,nation,2021-04-21,883813,311850
N92000002,Northern Ireland,nation,2021-04-20,876290,298557
N92000002,Northern Ireland,nation,2021-04-19,869342,283478
N92000002,Northern Ireland,nation,2021-04-18,863712,273619
N92000002,Northern Ireland,nation,2021-04-17,860313,268341
N92000002,Northern Ireland,nation,2021-04-16,855826,262917
N92000002,Northern Ireland,nation,2021-04-15,850103,250474
N92000002,Northern Ireland,nation,2021-04-14,844284,237281
N92000002,Northern Ireland,nation,2021-04-13,838049,224129
N92000002,Northern Ireland,nation,2021-04-12,831895,210470
N92000002,Northern Ireland,nation,2021-04-11,826412,199500
N92000002,Northern Ireland,nation,2021-04-10,820032,194610
N92000002,Northern Ireland,nation,2021-04-09,813468,189697
N92000002,Northern Ireland,nation,2021-04-08,806005,181814
N92000002,Northern Ireland,nation,2021-04-07,799410,173772
N92000002,Northern Ireland,nation,2021-04-06,790860,167923
N92000002,Northern Ireland,nation,2021-04-05,785494,165374
N92000002,Northern Ireland,nation,2021-04-04,779932,163818
N92000002,Northern Ireland,nation,2021-04-03,777108,162483
N92000002,Northern Ireland,nation,2021-04-02,772240,160262
N92000002,Northern Ireland,nation,2021-04-01,765005,153454
N92000002,Northern Ireland,nation,2021-03-31,756013,145753
N92000002,Northern Ireland,nation,2021-03-30,749112,138486
N92000002,Northern Ireland,nation,2021-03-29,740729,132022
N92000002,Northern Ireland,nation,2021-03-28,730471,125017
N92000002,Northern Ireland,nation,2021-03-27,726589,123452
N92000002,Northern Ireland,nation,2021-03-26,719260,120349
N92000002,Northern Ireland,nation,2021-03-25,711673,113637
N92000002,Northern Ireland,nation,2021-03-24,703334,104907
N92000002,Northern Ireland,nation,2021-03-23,694863,96254
N92000002,Northern Ireland,nation,2021-03-22,687528,88683
N92000002,Northern Ireland,nation,2021-03-21,687528,88683
N92000002,Northern Ireland,nation,2021-03-20,667758,78496
N92000002,Northern Ireland,nation,2021-03-19,662973,75313
N92000002,Northern Ireland,nation,2021-03-18,655581,70709
N92000002,Northern Ireland,nation,2021-03-17,646190,67202
N92000002,Northern Ireland,nation,2021-03-16,640801,63946
N92000002,Northern Ireland,nation,2021-03-15,634019,58245
N92000002,Northern Ireland,nation,2021-03-14,629461,54636
N92000002,Northern Ireland,nation,2021-03-13,625195,52407
N92000002,Northern Ireland,nation,2021-03-12,621462,50052
N92000002,Northern Ireland,nation,2021-03-11,614629,49400
N92000002,Northern Ireland,nation,2021-03-10,606695,48948
N92000002,Northern Ireland,nation,2021-03-09,601101,46927
N92000002,Northern Ireland,nation,2021-03-08,596527,44594
N92000002,Northern Ireland,nation,2021-03-07,588803,42851
N92000002,Northern Ireland,nation,2021-03-06,582914,42230
N92000002,Northern Ireland,nation,2021-03-05,577219,42096
N92000002,Northern Ireland,nation,2021-03-04,568011,41787
N92000002,Northern Ireland,nation,2021-03-03,556721,40139
N92000002,Northern Ireland,nation,2021-03-02,545019,37862
N92000002,Northern Ireland,nation,2021-03-01,537389,35370
N92000002,Northern Ireland,nation,2021-02-28,525400,33197
N92000002,Northern Ireland,nation,2021-02-27,520996,32665
N92000002,Northern Ireland,nation,2021-02-26,515678,32616
N92000002,Northern Ireland,nation,2021-02-25,505188,31898
N92000002,Northern Ireland,nation,2021-02-24,491593,31637
N92000002,Northern Ireland,nation,2021-02-23,478235,31345
N92000002,Northern Ireland,nation,2021-02-22,468129,31077
N92000002,Northern Ireland,nation,2021-02-21,458030,30796
N92000002,Northern Ireland,nation,2021-02-20,446009,30807
N92000002,Northern Ireland,nation,2021-02-19,442917,30753
N92000002,Northern Ireland,nation,2021-02-18,436143,30381
N92000002,Northern Ireland,nation,2021-02-17,427569,30012
N92000002,Northern Ireland,nation,2021-02-16,418209,29476
N92000002,Northern Ireland,nation,2021-02-15,409507,29201
N92000002,Northern Ireland,nation,2021-02-14,397243,29005
N92000002,Northern Ireland,nation,2021-02-13,391101,28976
