areaCode,areaName,areaType,date,cumDeaths28DaysByDeathDate,cumPeopleVaccinatedFirstDoseByVaccinationDate,cumPeopleVaccinatedSecondDoseByVaccinationDate
W92000004,Wales,nation,2020-04-10,429,,
W92000004,Wales,nation,2020-04-09,404,,
W92000004,Wales,nation,2020-04-08,361,,
W92000004,Wales,nation,2020-04-07,319,,
W92000004,Wales,nation,2020-04-06,287,,
W92000004,Wales,nation,2020-04-05,267,,
W92000004,Wales,nation,2020-04-04,237,,
W92000004,Wales,nation,2020-04-03,206,,
W92000004,Wales,nation,2020-04-02,177,,
W92000004,Wales,nation,2020-04-01,149,,
W92000004,Wales,nation,2020-03-31,128,,
W92000004,Wales,nation,2020-03-30,113,,
W92000004,Wales,nation,2020-03-29,97,,
W92000004,Wales,nation,2020-03-28,79,,
W92000004,Wales,nation,2020-03-27,64,,
W92000004,Wales,nation,2020-03-26,54,,
W92000004,Wales,nation,2020-03-25,43,,
W92000004,Wales,nation,2020-03-24,33,,
W92000004,Wales,nation,2020-03-23,24,,
W92000004,Wales,nation,2020-03-22,20,,
W92000004,Wales,nation,2020-03-21,15,,
W92000004,Wales,nation,2020-03-20,8,,
W92000004,Wales,nation,2020-03-19,6,,
W92000004,Wales,nation,2020-03-18,3,,
W92000004,Wales,nation,2020-03-17,3,,
W92000004,Wales,nation,2020-03-16,3,,
