areaCode,areaName,areaType,date,cumDailyNsoDeathsByDeathDate,cumDeaths28DaysByDeathDate,cumDeaths60DaysByDeathDate,cumOnsDeathsByRegistrationDateRate
S92000003,Scotland,nation,27/03/2021,9985,7639,,
S92000003,Scotland,nation,26/03/2021,9980,7634,,181.9
S92000003,Scotland,nation,25/03/2021,9972,7629,,
S92000003,Scotland,nation,24/03/2021,9963,7622,,
S92000003,Scotland,nation,23/03/2021,9957,7618,,
S92000003,Scotland,nation,22/03/2021,9948,7615,,
S92000003,Scotland,nation,21/03/2021,9939,7612,,
S92000003,Scotland,nation,20/03/2021,9929,7608,,
S92000003,Scotland,nation,19/03/2021,9921,7603,,180.8
S92000003,Scotland,nation,18/03/2021,9910,7597,,
S92000003,Scotland,nation,17/03/2021,9904,7594,,
S92000003,Scotland,nation,16/03/2021,9892,7586,,
S92000003,Scotland,nation,15/03/2021,9879,7575,,
S92000003,Scotland,nation,14/03/2021,9872,7574,,
S92000003,Scotland,nation,13/03/2021,9857,7567,,
S92000003,Scotland,nation,12/03/2021,9851,7563,,179.6
S92000003,Scotland,nation,11/03/2021,9842,7557,,
S92000003,Scotland,nation,10/03/2021,9831,7549,,
S92000003,Scotland,nation,09/03/2021,9826,7544,,
S92000003,Scotland,nation,08/03/2021,9812,7534,,
S92000003,Scotland,nation,07/03/2021,9791,7519,,
S92000003,Scotland,nation,06/03/2021,9780,7509,,
S92000003,Scotland,nation,05/03/2021,9768,7499,,177.7
S92000003,Scotland,nation,04/03/2021,9756,7491,,
S92000003,Scotland,nation,03/03/2021,9740,7477,,
S92000003,Scotland,nation,02/03/2021,9726,7466,,
S92000003,Scotland,nation,01/03/2021,9708,7454,,
S92000003,Scotland,nation,28/02/2021,9685,7434,,
S92000003,Scotland,nation,27/02/2021,9673,7425,,
S92000003,Scotland,nation,26/02/2021,9646,7406,,175.1
S92000003,Scotland,nation,25/02/2021,9627,7390,,
S92000003,Scotland,nation,24/02/2021,9605,7370,,
S92000003,Scotland,nation,23/02/2021,9582,7352,,
S92000003,Scotland,nation,22/02/2021,9560,7336,,
S92000003,Scotland,nation,21/02/2021,9534,7314,,
S92000003,Scotland,nation,20/02/2021,9506,7294,,
S92000003,Scotland,nation,19/02/2021,9470,7267,,170.9
S92000003,Scotland,nation,18/02/2021,9421,7223,,
S92000003,Scotland,nation,17/02/2021,9380,7188,,
S92000003,Scotland,nation,16/02/2021,9345,7160,,
S92000003,Scotland,nation,15/02/2021,9311,7134,,
S92000003,Scotland,nation,14/02/2021,9272,7100,,
S92000003,Scotland,nation,13/02/2021,9230,7068,,
S92000003,Scotland,nation,12/02/2021,9195,7036,,165.5
S92000003,Scotland,nation,11/02/2021,9148,6995,,
S92000003,Scotland,nation,10/02/2021,9104,6960,,
S92000003,Scotland,nation,09/02/2021,9063,6923,,
S92000003,Scotland,nation,08/02/2021,9005,6874,,
S92000003,Scotland,nation,07/02/2021,8961,6834,,
S92000003,Scotland,nation,06/02/2021,8913,6792,,
S92000003,Scotland,nation,05/02/2021,8861,6741,,159.6
S92000003,Scotland,nation,04/02/2021,8811,6697,,
S92000003,Scotland,nation,03/02/2021,8771,6665,,
S92000003,Scotland,nation,02/02/2021,8719,6617,,
S92000003,Scotland,nation,01/02/2021,8668,6573,,
S92000003,Scotland,nation,31/01/2021,8619,6530,,
S92000003,Scotland,nation,30/01/2021,8568,6482,,
S92000003,Scotland,nation,29/01/2021,8519,6438,,152.7
S92000003,Scotland,nation,28/01/2021,8457,6379,,
S92000003,Scotland,nation,27/01/2021,8406,6333,,
S92000003,Scotland,nation,26/01/2021,8343,6272,,
S92000003,Scotland,nation,25/01/2021,8289,6222,,
S92000003,Scotland,nation,24/01/2021,8234,6170,,
S92000003,Scotland,nation,23/01/2021,8161,6100,,
S92000003,Scotland,nation,22/01/2021,8104,6047,,144.6
S92000003,Scotland,nation,21/01/2021,8027,5979,,
S92000003,Scotland,nation,20/01/2021,7961,5922,,
S92000003,Scotland,nation,19/01/2021,7894,5856,,
S92000003,Scotland,nation,18/01/2021,7817,5786,,
S92000003,Scotland,nation,17/01/2021,7744,5723,,
S92000003,Scotland,nation,16/01/2021,7695,5680,,
S92000003,Scotland,nation,15/01/2021,7618,5604,,136.3
S92000003,Scotland,nation,14/01/2021,7554,5546,,
S92000003,Scotland,nation,13/01/2021,7490,5488,,
S92000003,Scotland,nation,12/01/2021,7437,5437,,
S92000003,Scotland,nation,11/01/2021,7381,5386,,
S92000003,Scotland,nation,10/01/2021,7327,5338,,
S92000003,Scotland,nation,09/01/2021,7264,5279,,
S92000003,Scotland,nation,08/01/2021,7225,5241,,129.5
S92000003,Scotland,nation,07/01/2021,7175,5199,,
S92000003,Scotland,nation,06/01/2021,7127,5155,,
S92000003,Scotland,nation,05/01/2021,7072,5107,,
S92000003,Scotland,nation,04/01/2021,7028,5067,,
S92000003,Scotland,nation,03/01/2021,6987,5030,,
S92000003,Scotland,nation,02/01/2021,6939,4988,,
S92000003,Scotland,nation,01/01/2021,6890,4946,,122.3
S92000003,Scotland,nation,31/12/2020,6853,4911,,
S92000003,Scotland,nation,30/12/2020,6811,4867,,
S92000003,Scotland,nation,29/12/2020,6775,4835,,
S92000003,Scotland,nation,28/12/2020,6743,4809,,
S92000003,Scotland,nation,27/12/2020,6711,4778,,
S92000003,Scotland,nation,26/12/2020,6670,4744,,
S92000003,Scotland,nation,25/12/2020,6635,4710,,119
S92000003,Scotland,nation,24/12/2020,6593,4675,,
S92000003,Scotland,nation,23/12/2020,6551,4639,,
S92000003,Scotland,nation,22/12/2020,6515,4604,,
S92000003,Scotland,nation,21/12/2020,6484,4576,,
S92000003,Scotland,nation,20/12/2020,6454,4551,,
S92000003,Scotland,nation,19/12/2020,6422,4522,,
S92000003,Scotland,nation,18/12/2020,6391,4495,,115.3
S92000003,Scotland,nation,17/12/2020,6366,4472,,
S92000003,Scotland,nation,16/12/2020,6327,4436,,
S92000003,Scotland,nation,15/12/2020,6293,4405,,
S92000003,Scotland,nation,14/12/2020,6255,4373,,
S92000003,Scotland,nation,13/12/2020,6217,4342,,
S92000003,Scotland,nation,12/12/2020,6191,4316,,
S92000003,Scotland,nation,11/12/2020,6165,4293,,111.5
S92000003,Scotland,nation,10/12/2020,6142,4273,,
S92000003,Scotland,nation,09/12/2020,6110,4250,,
S92000003,Scotland,nation,08/12/2020,6083,4227,,
S92000003,Scotland,nation,07/12/2020,6050,4199,,
S92000003,Scotland,nation,06/12/2020,6016,4170,,
S92000003,Scotland,nation,05/12/2020,5987,4141,,
S92000003,Scotland,nation,04/12/2020,5966,4122,,107.4
S92000003,Scotland,nation,03/12/2020,5933,4093,,
S92000003,Scotland,nation,02/12/2020,5893,4057,,
S92000003,Scotland,nation,01/12/2020,5867,4038,,
S92000003,Scotland,nation,30/11/2020,5839,4011,,
S92000003,Scotland,nation,29/11/2020,5798,3979,,
S92000003,Scotland,nation,28/11/2020,5767,3951,,
S92000003,Scotland,nation,27/11/2020,5724,3910,,103.1
S92000003,Scotland,nation,26/11/2020,5694,3886,,
S92000003,Scotland,nation,25/11/2020,5665,3863,,
S92000003,Scotland,nation,24/11/2020,5627,3831,,
S92000003,Scotland,nation,23/11/2020,5594,3801,,
S92000003,Scotland,nation,22/11/2020,5557,3770,,
S92000003,Scotland,nation,21/11/2020,5515,3734,,
S92000003,Scotland,nation,20/11/2020,5479,3701,,98.5
S92000003,Scotland,nation,19/11/2020,5446,3672,,
S92000003,Scotland,nation,18/11/2020,5417,3647,,
S92000003,Scotland,nation,17/11/2020,5389,3623,,
S92000003,Scotland,nation,16/11/2020,5351,3587,,
S92000003,Scotland,nation,15/11/2020,5317,3554,,
S92000003,Scotland,nation,14/11/2020,5281,3520,,
S92000003,Scotland,nation,13/11/2020,5235,3479,,94
S92000003,Scotland,nation,12/11/2020,5194,3441,,
S92000003,Scotland,nation,11/11/2020,5161,3409,,
S92000003,Scotland,nation,10/11/2020,5122,3372,,
S92000003,Scotland,nation,09/11/2020,5081,3336,,
S92000003,Scotland,nation,08/11/2020,5038,3294,,
S92000003,Scotland,nation,07/11/2020,4998,3258,,
S92000003,Scotland,nation,06/11/2020,4960,3221,,88.9
S92000003,Scotland,nation,05/11/2020,4930,3194,,
S92000003,Scotland,nation,04/11/2020,4885,3153,,
S92000003,Scotland,nation,03/11/2020,4863,3134,,
S92000003,Scotland,nation,02/11/2020,4830,3099,,
S92000003,Scotland,nation,01/11/2020,4801,3070,,
S92000003,Scotland,nation,31/10/2020,4763,3035,,
S92000003,Scotland,nation,30/10/2020,4736,3011,,85.1
S92000003,Scotland,nation,29/10/2020,4700,2976,,
S92000003,Scotland,nation,28/10/2020,4670,2947,,
S92000003,Scotland,nation,27/10/2020,4640,2918,,
S92000003,Scotland,nation,26/10/2020,4619,2902,,
S92000003,Scotland,nation,25/10/2020,4587,2871,,
S92000003,Scotland,nation,24/10/2020,4565,2848,,
S92000003,Scotland,nation,23/10/2020,4544,2828,,82.1
S92000003,Scotland,nation,22/10/2020,4525,2810,,
S92000003,Scotland,nation,21/10/2020,4505,2793,,
S92000003,Scotland,nation,20/10/2020,4490,2782,,
S92000003,Scotland,nation,19/10/2020,4471,2763,,
S92000003,Scotland,nation,18/10/2020,4453,2747,,
S92000003,Scotland,nation,17/10/2020,4432,2725,,
S92000003,Scotland,nation,16/10/2020,4422,2715,,80.1
S92000003,Scotland,nation,15/10/2020,4398,2695,,
S92000003,Scotland,nation,14/10/2020,4382,2679,,
S92000003,Scotland,nation,13/10/2020,4376,2673,,
S92000003,Scotland,nation,12/10/2020,4362,2661,,
S92000003,Scotland,nation,11/10/2020,4351,2653,,
S92000003,Scotland,nation,10/10/2020,4339,2642,,
S92000003,Scotland,nation,09/10/2020,4325,2631,,78.7
S92000003,Scotland,nation,08/10/2020,4318,2625,,
S92000003,Scotland,nation,07/10/2020,4307,2614,,
S92000003,Scotland,nation,06/10/2020,4297,2605,,
S92000003,Scotland,nation,05/10/2020,4290,2601,,
S92000003,Scotland,nation,04/10/2020,4289,2599,,
S92000003,Scotland,nation,03/10/2020,4286,2596,,
S92000003,Scotland,nation,02/10/2020,4283,2593,,78.3
S92000003,Scotland,nation,01/10/2020,4282,2592,,
S92000003,Scotland,nation,30/09/2020,4276,2587,,
S92000003,Scotland,nation,29/09/2020,4272,2583,,
S92000003,Scotland,nation,28/09/2020,4271,2582,,
S92000003,Scotland,nation,27/09/2020,4268,2579,,
S92000003,Scotland,nation,26/09/2020,4265,2577,,
S92000003,Scotland,nation,25/09/2020,4263,2575,,77.9
S92000003,Scotland,nation,24/09/2020,4262,2574,,
S92000003,Scotland,nation,23/09/2020,4261,2572,,
S92000003,Scotland,nation,22/09/2020,4259,2570,,
S92000003,Scotland,nation,21/09/2020,4256,2568,,
S92000003,Scotland,nation,20/09/2020,4254,2566,,
S92000003,Scotland,nation,19/09/2020,4250,2563,,
S92000003,Scotland,nation,18/09/2020,4250,2563,,77.7
S92000003,Scotland,nation,17/09/2020,4247,2561,,
S92000003,Scotland,nation,16/09/2020,4246,2560,,
S92000003,Scotland,nation,15/09/2020,4246,2560,,
S92000003,Scotland,nation,14/09/2020,4246,2560,,
S92000003,Scotland,nation,13/09/2020,4243,2557,,
S92000003,Scotland,nation,12/09/2020,4242,2556,,
S92000003,Scotland,nation,11/09/2020,4240,2556,,77.5
S92000003,Scotland,nation,10/09/2020,4239,2556,,
S92000003,Scotland,nation,09/09/2020,4239,2556,,
S92000003,Scotland,nation,08/09/2020,4236,2556,,
S92000003,Scotland,nation,07/09/2020,4236,2556,,
S92000003,Scotland,nation,06/09/2020,4236,2556,,
S92000003,Scotland,nation,05/09/2020,4236,2556,,
S92000003,Scotland,nation,04/09/2020,4235,2556,,77.4
S92000003,Scotland,nation,03/09/2020,4234,2555,,
S92000003,Scotland,nation,02/09/2020,4233,2554,,
S92000003,Scotland,nation,01/09/2020,4232,2553,,
S92000003,Scotland,nation,31/08/2020,4232,2553,,
S92000003,Scotland,nation,30/08/2020,4232,2553,,
S92000003,Scotland,nation,29/08/2020,4231,2553,,
S92000003,Scotland,nation,28/08/2020,4231,2553,,77.4
S92000003,Scotland,nation,27/08/2020,4230,2552,,
S92000003,Scotland,nation,26/08/2020,4229,2552,,
S92000003,Scotland,nation,25/08/2020,4228,2552,,
S92000003,Scotland,nation,24/08/2020,4227,2552,,
S92000003,Scotland,nation,23/08/2020,4227,2552,,
S92000003,Scotland,nation,22/08/2020,4226,2551,,
S92000003,Scotland,nation,21/08/2020,4225,2550,,77.3
S92000003,Scotland,nation,20/08/2020,4225,2550,,
S92000003,Scotland,nation,19/08/2020,4225,2550,,
S92000003,Scotland,nation,18/08/2020,4223,2549,,
S92000003,Scotland,nation,17/08/2020,4222,2549,,
S92000003,Scotland,nation,16/08/2020,4221,2549,,
S92000003,Scotland,nation,15/08/2020,4220,2549,,
S92000003,Scotland,nation,14/08/2020,4219,2549,,77.1
S92000003,Scotland,nation,13/08/2020,4219,2549,,
S92000003,Scotland,nation,12/08/2020,4218,2549,,
S92000003,Scotland,nation,11/08/2020,4218,2549,,
S92000003,Scotland,nation,10/08/2020,4218,2549,,
S92000003,Scotland,nation,09/08/2020,4218,2549,,
S92000003,Scotland,nation,08/08/2020,4218,2549,,
S92000003,Scotland,nation,07/08/2020,4218,2549,,77.1
S92000003,Scotland,nation,06/08/2020,4218,2549,,
S92000003,Scotland,nation,05/08/2020,4217,2549,,
S92000003,Scotland,nation,04/08/2020,4215,2549,,
S92000003,Scotland,nation,03/08/2020,4214,2549,,
S92000003,Scotland,nation,02/08/2020,4213,2549,,
S92000003,Scotland,nation,01/08/2020,4213,2549,,
S92000003,Scotland,nation,31/07/2020,4213,2549,,77
S92000003,Scotland,nation,30/07/2020,4213,2549,,
S92000003,Scotland,nation,29/07/2020,4213,2549,,
S92000003,Scotland,nation,28/07/2020,4211,2549,,
S92000003,Scotland,nation,27/07/2020,4207,2549,,
S92000003,Scotland,nation,26/07/2020,4207,2549,,
S92000003,Scotland,nation,25/07/2020,4206,2549,,
S92000003,Scotland,nation,24/07/2020,4205,2548,,76.9
S92000003,Scotland,nation,23/07/2020,4204,2548,,
S92000003,Scotland,nation,22/07/2020,4204,2548,,
S92000003,Scotland,nation,21/07/2020,4204,2548,,
S92000003,Scotland,nation,20/07/2020,4204,2548,,
S92000003,Scotland,nation,19/07/2020,4203,2548,,
S92000003,Scotland,nation,18/07/2020,4201,2548,,
S92000003,Scotland,nation,17/07/2020,4199,2548,,76.7
S92000003,Scotland,nation,16/07/2020,4199,2548,,
S92000003,Scotland,nation,15/07/2020,4199,2548,,
S92000003,Scotland,nation,14/07/2020,4197,2548,,
S92000003,Scotland,nation,13/07/2020,4194,2548,,
S92000003,Scotland,nation,12/07/2020,4193,2548,,
S92000003,Scotland,nation,11/07/2020,4193,2548,,
S92000003,Scotland,nation,10/07/2020,4190,2548,,76.6
S92000003,Scotland,nation,09/07/2020,4190,2548,,
S92000003,Scotland,nation,08/07/2020,4190,2548,,
S92000003,Scotland,nation,07/07/2020,4189,2548,,
S92000003,Scotland,nation,06/07/2020,4189,2548,,
S92000003,Scotland,nation,05/07/2020,4186,2548,,
S92000003,Scotland,nation,04/07/2020,4185,2547,,
S92000003,Scotland,nation,03/07/2020,4182,2547,,76.4
S92000003,Scotland,nation,02/07/2020,4181,2546,,
S92000003,Scotland,nation,01/07/2020,4180,2546,,
S92000003,Scotland,nation,30/06/2020,4176,2546,,
S92000003,Scotland,nation,29/06/2020,4174,2546,,
S92000003,Scotland,nation,28/06/2020,4172,2545,,
S92000003,Scotland,nation,27/06/2020,4171,2544,,
S92000003,Scotland,nation,26/06/2020,4166,2540,,76.1
S92000003,Scotland,nation,25/06/2020,4163,2540,,
S92000003,Scotland,nation,24/06/2020,4161,2540,,
S92000003,Scotland,nation,23/06/2020,4158,2539,,
S92000003,Scotland,nation,22/06/2020,4155,2538,,
S92000003,Scotland,nation,21/06/2020,4149,2535,,
S92000003,Scotland,nation,20/06/2020,4141,2533,,
S92000003,Scotland,nation,19/06/2020,4134,2530,,75.4
S92000003,Scotland,nation,18/06/2020,4132,2530,,
S92000003,Scotland,nation,17/06/2020,4123,2527,,
S92000003,Scotland,nation,16/06/2020,4113,2524,,
S92000003,Scotland,nation,15/06/2020,4105,2518,,
S92000003,Scotland,nation,14/06/2020,4096,2515,,
S92000003,Scotland,nation,13/06/2020,4089,2511,,
S92000003,Scotland,nation,12/06/2020,4083,2508,,74.5
S92000003,Scotland,nation,11/06/2020,4079,2506,,
S92000003,Scotland,nation,10/06/2020,4075,2504,,
S92000003,Scotland,nation,09/06/2020,4063,2499,,
S92000003,Scotland,nation,08/06/2020,4058,2498,,
S92000003,Scotland,nation,07/06/2020,4049,2492,,
S92000003,Scotland,nation,06/06/2020,4039,2485,,
S92000003,Scotland,nation,05/06/2020,4031,2482,,73.3
S92000003,Scotland,nation,04/06/2020,4016,2473,,
S92000003,Scotland,nation,03/06/2020,4011,2472,,
S92000003,Scotland,nation,02/06/2020,3999,2464,,
S92000003,Scotland,nation,01/06/2020,3985,2458,,
S92000003,Scotland,nation,31/05/2020,3979,2455,,
S92000003,Scotland,nation,30/05/2020,3968,2449,,
S92000003,Scotland,nation,29/05/2020,3956,2443,,71.6
S92000003,Scotland,nation,28/05/2020,3937,2432,,
S92000003,Scotland,nation,27/05/2020,3915,2416,,
S92000003,Scotland,nation,26/05/2020,3892,2400,,
S92000003,Scotland,nation,25/05/2020,3871,2386,,
S92000003,Scotland,nation,24/05/2020,3849,2372,,
S92000003,Scotland,nation,23/05/2020,3835,2364,,
S92000003,Scotland,nation,22/05/2020,3820,2353,,69.2
S92000003,Scotland,nation,21/05/2020,3801,2336,,
S92000003,Scotland,nation,20/05/2020,3767,2312,,
S92000003,Scotland,nation,19/05/2020,3738,2290,,
S92000003,Scotland,nation,18/05/2020,3707,2262,,
S92000003,Scotland,nation,17/05/2020,3673,2239,,
S92000003,Scotland,nation,16/05/2020,3639,2213,,
S92000003,Scotland,nation,15/05/2020,3602,2184,,65
S92000003,Scotland,nation,14/05/2020,3568,2158,,
S92000003,Scotland,nation,13/05/2020,3518,2123,,
S92000003,Scotland,nation,12/05/2020,3465,2081,,
S92000003,Scotland,nation,11/05/2020,3430,2050,,
S92000003,Scotland,nation,10/05/2020,3385,2018,,
S92000003,Scotland,nation,09/05/2020,3347,1990,,
S92000003,Scotland,nation,08/05/2020,3297,1956,,58.9
S92000003,Scotland,nation,07/05/2020,3239,1922,,
S92000003,Scotland,nation,06/05/2020,3178,1882,,
S92000003,Scotland,nation,05/05/2020,3119,1839,,
S92000003,Scotland,nation,04/05/2020,3052,1789,,
S92000003,Scotland,nation,03/05/2020,2990,1749,,
S92000003,Scotland,nation,02/05/2020,2930,1712,,
S92000003,Scotland,nation,01/05/2020,2870,1668,,51.3
S92000003,Scotland,nation,30/04/2020,2803,1620,,
S92000003,Scotland,nation,29/04/2020,2735,1577,,
S92000003,Scotland,nation,28/04/2020,2666,1539,,
S92000003,Scotland,nation,27/04/2020,2607,1499,,
S92000003,Scotland,nation,26/04/2020,2522,1439,,
S92000003,Scotland,nation,25/04/2020,2444,1396,,
S92000003,Scotland,nation,24/04/2020,2365,1348,,41.6
S92000003,Scotland,nation,23/04/2020,2289,1310,,
S92000003,Scotland,nation,22/04/2020,2217,1261,,
S92000003,Scotland,nation,21/04/2020,2129,1215,,
S92000003,Scotland,nation,20/04/2020,2033,1164,,
S92000003,Scotland,nation,19/04/2020,1928,1103,,
S92000003,Scotland,nation,18/04/2020,1838,1057,,
S92000003,Scotland,nation,17/04/2020,1743,1005,,29.5
S92000003,Scotland,nation,16/04/2020,1659,967,,
S92000003,Scotland,nation,15/04/2020,1558,924,,
S92000003,Scotland,nation,14/04/2020,1464,882,,
S92000003,Scotland,nation,13/04/2020,1364,831,,
S92000003,Scotland,nation,12/04/2020,1283,790,,
S92000003,Scotland,nation,11/04/2020,1208,742,,
S92000003,Scotland,nation,10/04/2020,1114,692,,17.6
S92000003,Scotland,nation,09/04/2020,1016,634,,
S92000003,Scotland,nation,08/04/2020,908,568,,
S92000003,Scotland,nation,07/04/2020,816,514,,
S92000003,Scotland,nation,06/04/2020,731,465,,
S92000003,Scotland,nation,05/04/2020,640,402,,
S92000003,Scotland,nation,04/04/2020,554,355,,
S92000003,Scotland,nation,03/04/2020,498,327,,6.5
S92000003,Scotland,nation,02/04/2020,423,269,,
S92000003,Scotland,nation,01/04/2020,362,233,,
S92000003,Scotland,nation,31/03/2020,297,187,,
S92000003,Scotland,nation,30/03/2020,240,149,,
S92000003,Scotland,nation,29/03/2020,189,119,,
S92000003,Scotland,nation,28/03/2020,162,99,,
S92000003,Scotland,nation,27/03/2020,125,70,,1.3
S92000003,Scotland,nation,26/03/2020,102,59,,
S92000003,Scotland,nation,25/03/2020,78,47,,
S92000003,Scotland,nation,24/03/2020,56,36,,
S92000003,Scotland,nation,23/03/2020,44,29,,
S92000003,Scotland,nation,22/03/2020,37,25,,
S92000003,Scotland,nation,21/03/2020,31,20,,
S92000003,Scotland,nation,20/03/2020,24,14,,0.2
S92000003,Scotland,nation,19/03/2020,19,9,,
S92000003,Scotland,nation,18/03/2020,15,6,,
S92000003,Scotland,nation,17/03/2020,11,6,,
S92000003,Scotland,nation,16/03/2020,8,4,,
S92000003,Scotland,nation,15/03/2020,5,3,,
S92000003,Scotland,nation,14/03/2020,4,3,,
S92000003,Scotland,nation,13/03/2020,2,1,,
S92000003,Scotland,nation,12/03/2020,2,1,,
W92000004,Wales,nation,25/10/2021,,6117,,
W92000004,Wales,nation,24/10/2021,,6117,,
W92000004,Wales,nation,23/10/2021,,6115,,
W92000004,Wales,nation,22/10/2021,,6112,,
W92000004,Wales,nation,21/10/2021,,6108,,
W92000004,Wales,nation,20/10/2021,,6094,,
W92000004,Wales,nation,19/10/2021,,6080,,
W92000004,Wales,nation,18/10/2021,,6070,,
W92000004,Wales,nation,17/10/2021,,6063,,
W92000004,Wales,nation,16/10/2021,,6056,,
W92000004,Wales,nation,15/10/2021,8504,6044,,266.3
W92000004,Wales,nation,14/10/2021,8499,6033,,
W92000004,Wales,nation,13/10/2021,8488,6019,,
W92000004,Wales,nation,12/10/2021,8478,6012,,
W92000004,Wales,nation,11/10/2021,8464,6004,,
W92000004,Wales,nation,10/10/2021,8459,5999,,
W92000004,Wales,nation,09/10/2021,8448,5989,,
W92000004,Wales,nation,08/10/2021,8443,5986,,264.1
W92000004,Wales,nation,07/10/2021,8434,5980,,
W92000004,Wales,nation,06/10/2021,8422,5971,,
W92000004,Wales,nation,05/10/2021,8406,5959,,
W92000004,Wales,nation,04/10/2021,8400,5952,,
W92000004,Wales,nation,03/10/2021,8392,5948,,
W92000004,Wales,nation,02/10/2021,8387,5943,,
W92000004,Wales,nation,01/10/2021,8375,5935,,261.5
W92000004,Wales,nation,30/09/2021,8362,5925,,
W92000004,Wales,nation,29/09/2021,8350,5914,,
W92000004,Wales,nation,28/09/2021,8330,5902,,
W92000004,Wales,nation,27/09/2021,8320,5892,,
W92000004,Wales,nation,26/09/2021,8307,5883,,
W92000004,Wales,nation,25/09/2021,8296,5878,,
W92000004,Wales,nation,24/09/2021,8288,5871,,259.5
W92000004,Wales,nation,23/09/2021,8278,5866,,
W92000004,Wales,nation,22/09/2021,8267,5858,,
W92000004,Wales,nation,21/09/2021,8263,5853,,
W92000004,Wales,nation,20/09/2021,8253,5850,,
W92000004,Wales,nation,19/09/2021,8241,5842,,
W92000004,Wales,nation,18/09/2021,8238,5839,,
W92000004,Wales,nation,17/09/2021,8230,5834,,256.7
W92000004,Wales,nation,16/09/2021,8211,5819,,
W92000004,Wales,nation,15/09/2021,8197,5805,,
W92000004,Wales,nation,14/09/2021,8177,5790,,
W92000004,Wales,nation,13/09/2021,8168,5784,,
W92000004,Wales,nation,12/09/2021,8161,5777,,
W92000004,Wales,nation,11/09/2021,8153,5770,,
W92000004,Wales,nation,10/09/2021,8146,5763,,254.6
W92000004,Wales,nation,09/09/2021,8135,5753,,
W92000004,Wales,nation,08/09/2021,8121,5742,,
W92000004,Wales,nation,07/09/2021,8114,5736,,
W92000004,Wales,nation,06/09/2021,8106,5728,,
W92000004,Wales,nation,05/09/2021,8098,5725,,
W92000004,Wales,nation,04/09/2021,8088,5715,,
W92000004,Wales,nation,03/09/2021,8080,5709,,252.6
W92000004,Wales,nation,02/09/2021,8072,5704,,
W92000004,Wales,nation,01/09/2021,8060,5695,,
W92000004,Wales,nation,31/08/2021,8058,5694,,
W92000004,Wales,nation,30/08/2021,8051,5690,,
W92000004,Wales,nation,29/08/2021,8046,5687,,
W92000004,Wales,nation,28/08/2021,8039,5681,,
W92000004,Wales,nation,27/08/2021,8033,5678,,251.8
W92000004,Wales,nation,26/08/2021,8027,5672,,
W92000004,Wales,nation,25/08/2021,8025,5671,,
W92000004,Wales,nation,24/08/2021,8021,5666,,
W92000004,Wales,nation,23/08/2021,8017,5665,,
W92000004,Wales,nation,22/08/2021,8014,5662,,
W92000004,Wales,nation,21/08/2021,8012,5661,,
W92000004,Wales,nation,20/08/2021,8011,5661,,251.3
W92000004,Wales,nation,19/08/2021,8007,5657,,
W92000004,Wales,nation,18/08/2021,8004,5655,,
W92000004,Wales,nation,17/08/2021,8003,5653,,
W92000004,Wales,nation,16/08/2021,8002,5652,,
W92000004,Wales,nation,15/08/2021,8002,5652,,
W92000004,Wales,nation,14/08/2021,7997,5647,,
W92000004,Wales,nation,13/08/2021,7992,5643,,250.7
W92000004,Wales,nation,12/08/2021,7991,5642,,
W92000004,Wales,nation,11/08/2021,7986,5637,,
W92000004,Wales,nation,10/08/2021,7986,5637,,
W92000004,Wales,nation,09/08/2021,7982,5633,,
W92000004,Wales,nation,08/08/2021,7981,5631,,
W92000004,Wales,nation,07/08/2021,7981,5631,,
W92000004,Wales,nation,06/08/2021,7980,5630,,250.1
W92000004,Wales,nation,05/08/2021,7978,5628,,
W92000004,Wales,nation,04/08/2021,7977,5627,,
W92000004,Wales,nation,03/08/2021,7976,5627,,
W92000004,Wales,nation,02/08/2021,7971,5623,,
W92000004,Wales,nation,01/08/2021,7967,5620,,
W92000004,Wales,nation,31/07/2021,7963,5617,,
W92000004,Wales,nation,30/07/2021,7960,5615,,249.4
W92000004,Wales,nation,29/07/2021,7959,5615,,
W92000004,Wales,nation,28/07/2021,7957,5614,,
W92000004,Wales,nation,27/07/2021,7953,5610,,
W92000004,Wales,nation,26/07/2021,7950,5607,,
W92000004,Wales,nation,25/07/2021,7947,5605,,
W92000004,Wales,nation,24/07/2021,7944,5603,,
W92000004,Wales,nation,23/07/2021,7940,5600,,249
W92000004,Wales,nation,22/07/2021,7937,5598,,
W92000004,Wales,nation,21/07/2021,7936,5597,,
W92000004,Wales,nation,20/07/2021,7935,5596,,
W92000004,Wales,nation,19/07/2021,7930,5594,,
W92000004,Wales,nation,18/07/2021,7929,5592,,
W92000004,Wales,nation,17/07/2021,7927,5591,,
W92000004,Wales,nation,16/07/2021,7924,5590,,248.5
W92000004,Wales,nation,15/07/2021,7921,5587,,
W92000004,Wales,nation,14/07/2021,7920,5586,,
W92000004,Wales,nation,13/07/2021,7918,5584,,
W92000004,Wales,nation,12/07/2021,7916,5582,,
W92000004,Wales,nation,11/07/2021,7915,5582,,
W92000004,Wales,nation,10/07/2021,7914,5581,,
W92000004,Wales,nation,09/07/2021,7913,5580,,248.4
W92000004,Wales,nation,08/07/2021,7912,5579,,
W92000004,Wales,nation,07/07/2021,7912,5579,,
W92000004,Wales,nation,06/07/2021,7911,5578,,
W92000004,Wales,nation,05/07/2021,7911,5578,,
W92000004,Wales,nation,04/07/2021,7911,5578,,
W92000004,Wales,nation,03/07/2021,7911,5578,,
