areaCode,areaName,areaType,date,cumDailyNsoDeathsByDeathDate
W92000004,Wales,nation,24/09/2021,8288
W92000004,Wales,nation,25/09/2021,8296
W92000004,Wales,nation,26/09/2021,8307
W92000004,Wales,nation,27/09/2021,8320
W92000004,Wales,nation,28/09/2021,8330
W92000004,Wales,nation,29/09/2021,8350
W92000004,Wales,nation,30/09/2021,8362
W92000004,Wales,nation,01/10/2021,8375
W92000004,Wales,nation,02/10/2021,8387
W92000004,Wales,nation,03/10/2021,8392
W92000004,Wales,nation,04/10/2021,8400
W92000004,Wales,nation,05/10/2021,8406
W92000004,Wales,nation,06/10/2021,8422
W92000004,Wales,nation,07/10/2021,8434
W92000004,Wales,nation,08/10/2021,8443
W92000004,Wales,nation,09/10/2021,8448
W92000004,Wales,nation,10/10/2021,8459
W92000004,Wales,nation,11/10/2021,8464
W92000004,Wales,nation,12/10/2021,8478
W92000004,Wales,nation,13/10/2021,8488
W92000004,Wales,nation,14/10/2021,8499
W92000004,Wales,nation,15/10/2021,8504
